timestamp_utc,noise_uid,scenario,profile,iteration,noise_type,intensity,duration_seconds,frequency,target_services,expected_impact,start_utc,end_utc,http_urls
2026-05-03T03:20:37Z,E-HIGH-3,SCENARIO_E,HIGH,3,mixed_operational_noise,high,30,http_interval_2s_mqtt_messages_80,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:20:37Z,2026-05-03T03:21:07Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:21:25Z,E-HIGH-4,SCENARIO_E,HIGH,4,mixed_operational_noise,high,30,http_interval_2s_mqtt_messages_80,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:21:25Z,2026-05-03T03:21:55Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:22:14Z,E-HIGH-5,SCENARIO_E,HIGH,5,mixed_operational_noise,high,30,http_interval_2s_mqtt_messages_80,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:22:14Z,2026-05-03T03:22:44Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:23:03Z,E-HIGH-6,SCENARIO_E,HIGH,6,mixed_operational_noise,high,30,http_interval_2s_mqtt_messages_80,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:23:03Z,2026-05-03T03:23:33Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:23:51Z,E-HIGH-7,SCENARIO_E,HIGH,7,mixed_operational_noise,high,30,http_interval_2s_mqtt_messages_80,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:23:51Z,2026-05-03T03:24:21Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:24:40Z,E-HIGH-8,SCENARIO_E,HIGH,8,mixed_operational_noise,high,30,http_interval_2s_mqtt_messages_80,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:24:40Z,2026-05-03T03:25:10Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:25:29Z,E-HIGH-9,SCENARIO_E,HIGH,9,mixed_operational_noise,high,30,http_interval_2s_mqtt_messages_80,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:25:29Z,2026-05-03T03:25:59Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:26:19Z,E-HIGH-10,SCENARIO_E,HIGH,10,mixed_operational_noise,high,30,http_interval_2s_mqtt_messages_80,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:26:19Z,2026-05-03T03:26:49Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:27:09Z,E-HIGH-11,SCENARIO_E,HIGH,11,mixed_operational_noise,high,30,http_interval_2s_mqtt_messages_80,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:27:09Z,2026-05-03T03:27:41Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:28:29Z,E-HIGH-12,SCENARIO_E,HIGH,12,mixed_operational_noise,high,30,http_interval_2s_mqtt_messages_80,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:28:29Z,2026-05-03T03:28:59Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:29:17Z,E-HIGH-13,SCENARIO_E,HIGH,13,mixed_operational_noise,high,30,http_interval_2s_mqtt_messages_80,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:29:17Z,2026-05-03T03:29:47Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:30:06Z,E-HIGH-14,SCENARIO_E,HIGH,14,mixed_operational_noise,high,30,http_interval_2s_mqtt_messages_80,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:30:06Z,2026-05-03T03:30:36Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:30:55Z,E-HIGH-15,SCENARIO_E,HIGH,15,mixed_operational_noise,high,30,http_interval_2s_mqtt_messages_80,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:30:55Z,2026-05-03T03:31:25Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:31:44Z,E-HIGH-16,SCENARIO_E,HIGH,16,mixed_operational_noise,high,30,http_interval_2s_mqtt_messages_80,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:31:44Z,2026-05-03T03:32:14Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:32:33Z,E-HIGH-17,SCENARIO_E,HIGH,17,mixed_operational_noise,high,30,http_interval_2s_mqtt_messages_80,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:32:33Z,2026-05-03T03:33:03Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:33:24Z,E-HIGH-18,SCENARIO_E,HIGH,18,mixed_operational_noise,high,30,http_interval_2s_mqtt_messages_80,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:33:24Z,2026-05-03T03:33:54Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:34:12Z,E-HIGH-19,SCENARIO_E,HIGH,19,mixed_operational_noise,high,30,http_interval_2s_mqtt_messages_80,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:34:12Z,2026-05-03T03:34:42Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:35:00Z,E-HIGH-20,SCENARIO_E,HIGH,20,mixed_operational_noise,high,30,http_interval_2s_mqtt_messages_80,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:35:00Z,2026-05-03T03:35:30Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
